human,bacterial,score
Q8WXF7,A0A0J6C5M6,0.993232608
Q8WXF7,A0A0J6C3D7,0.994034111
Q8WXF7,A0A0J6C4L1,0.994486988
Q8WXF7,A0A0J6C503,0.990653336
Q8WXF7,A0A0J6C529,0.999986768
Q8WXF7,A0A0J6C5X3,0.992145479
Q8WXF7,A0A0J6C329,0.998212337
Q8WXF7,A0A0J6C351,0.990110457
Q8WXF7,A0A0J6C3B7,0.99593997
Q8WXF7,A0A0J6C3C7,0.99972707
Q8WXF7,A0A0J6C3U2,0.997147024
Q8WXF7,A0A0J6C4B0,0.997707129
Q8WXF7,A0A0J6C4I9,0.998218715
Q8WXF7,A0A0J6C4T3,0.99985075
Q8WXF7,A0A0J6C5N6,0.994887531
Q8WXF7,A0A0J6C5Z2,0.998583078
Q8WXF7,A0A0J6C5Z7,0.998859525
Q8WXF7,A0A0J6C357,0.990352809
Q8WXF7,A0A0J6C3R5,0.998170257
Q8WXF7,A0A0J6C4A3,0.996269464
Q8WXF7,A0A0J6C4B2,0.998880327
Q8WXF7,A0A0J6C4F0,0.999019742
Q8WXF7,A0A0J6C4K2,0.999851346
Q8WXF7,A0A0J6C5B8,0.99512887
Q8WXF7,A0A0J6C5C6,0.992330134
Q8WXF7,A0A0J6C2I9,0.999299288
Q8WXF7,A0A0J6C639,0.998048425
Q8WXF7,A0A0J6C344,0.996233284
Q8WXF7,A0A0J6C362,0.996368051
Q8WXF7,A0A0J6C3Q3,0.996588469
Q8WXF7,A0A0J6C491,0.992961586
Q8WXF7,A0A0J6C3A3,0.997149527
Q8WXF7,A0A0J6C3Y5,0.990240455
Q8WXF7,A0A0J6C4M0,0.998334229
Q8WXF7,A0A0J6C5A2,0.995903313
Q8WXF7,A0A0J6C3K8,0.999107182
Q8WXF7,A0A0J6C4N1,0.994063556
Q8WXF7,A0A0J6C591,0.995507836
Q8WXF7,A0A0J6C625,0.992838085
Q8WXF7,A0A0J6C3N2,0.99907887
Q8WXF7,A0A0J6C3P8,0.999039471
Q8WXF7,A0A0J6C4E0,0.991468787
Q8WXF7,A0A0J6C388,0.995554626
Q8WXF7,A0A0J6C4Q3,0.996138155
Q8WXF7,A0A0J6C3E2,0.998104453
Q8WXF7,A0A0J6C4C3,0.999909401
Q8WXF7,A0A0J6C4E4,0.995607436
Q8WXF7,A0A0J6C4Z2,0.994255602
Q8WXF7,A0A0J6C545,0.998767912
Q8WXF7,A0A0J6C5N1,0.992524445
Q8WXF7,A0A0J6C5P5,0.993993342
Q8WXF7,A0A0J6C607,0.996380031
Q8WXF7,A0A0J6C2J6,0.997579038
Q8WXF7,A0A0J6C2L2,0.99564904
Q8WXF7,A0A0J6C5A7,0.995625079
Q8WXF7,A0A0J6C2N7,0.998889267
Q8WXF7,A0A0J6C419,0.992691457
Q8WXF7,A0A0J6C4V4,0.997162402
Q8WXF7,A0A0J6C4U9,0.998242855
Q8WXF7,A0A0J6C566,0.994879723
Q8WXF7,A0A0J6C5Y5,0.999712169
Q8WXF7,A0A0J6C4M6,0.998584032
Q8WXF7,A0A0J6C3J3,0.995999217
Q8WXF7,A0A0J6C3M7,0.993498564
Q8WXF7,A0A0J6C5T3,0.997111559
Q8WXF7,A0A0J6C5U4,0.999120653
Q8WXF7,A0A0J6C2L8,0.998658895
Q8WXF7,A0A0J6C540,0.991631329
Q8WXF7,A0A0J6C5B2,0.993710399
Q8WXF7,A0A0J6C2W8,0.998061955
Q8WXF7,A0A0J6C581,0.999065101
Q8WXF7,A0A0J6C3G6,0.990203738
Q8WXF7,A0A0J6C5R5,0.999805868
Q8WXF7,A0A0H3YE42,0.995982289
Q8WXF7,A0A0J6C3R9,0.993737817
Q8WXF7,A0A0J6C2N3,0.99369663
Q8WXF7,A0A0J6C3L7,0.992017627
Q8WXF7,A0A0J6C408,0.992103279
Q8WXF7,A0A0J6C4S4,0.997388661
Q8WXF7,A0A0J6C4R9,0.994861901
Q8WXF7,A0A0J6C5W4,0.998255908
Q8WXF7,A0A0J6C4K6,0.998125136
Q8WXF7,A0A0J6C518,0.999977469
Q8WXF7,A0A0J6C5Z9,0.994921029
Q8WXF7,A0A0J6C4C9,0.999863863
Q8WXF7,A0A0J6C3I3,0.997424126
P49591,A0A0J6C392,0.999411106
P49591,A0A0J6C3N6,0.99998498
P49591,A0A0J6C3P4,0.998579264
P49591,A0A0J6C443,0.997397661
P49591,A0A0J6C484,0.990932703
P49591,A0A0J6C494,0.999481857
P49591,A0A0J6C4F5,0.996105492
P49591,A0A0J6C535,0.996489346
P49591,A0A0J6C596,0.994890332
P49591,A0A0J6C5D0,0.997398138
P49591,A0A0J6C5S7,0.999525905
P49591,A0A0J6C5Z4,0.998108983
P49591,A0A0J6C603,0.997590065
P49591,A0A0J6C2H7,0.999821723
P49591,A0A0J6C2P9,0.992431998
P49591,A0A0J6C2W5,0.998057306
P49591,A0A0J6C302,0.995518267
P49591,A0A0J6C3H8,0.992097974
P49591,A0A0J6C3Q8,0.999860048
P49591,A0A0J6C4D3,0.993079722
P49591,A0A0J6C4E7,0.992146909
P49591,A0A0J6C4I1,0.997622907
P49591,A0A0J6C4R4,0.997341573
P49591,A0A0J6C4Y8,0.999364555
P49591,A0A0J6C5G1,0.99025774
P49591,A0A0J6C5G7,0.999325275
P49591,A0A0J6C5H2,0.996558964
P49591,A0A0J6C5Y2,0.997386634
P49591,A0A0J6C610,0.997156501
P49591,A0A0J6C2X6,0.995021343
P49591,A0A0J6C3A7,0.994807303
P49591,A0A0J6C3S5,0.990932465
P49591,A0A0J6C3W3,0.999144673
P49591,A0A0J6C3Z6,0.991205871
P49591,A0A0J6C4G9,0.999571264
P49591,A0A0J6C4H8,0.99250108
P49591,A0A0J6C4I7,0.991945446
P49591,A0A0J6C4X3,0.999605358
P49591,A0A0J6C523,0.998936713
P49591,A0A0J6C5R9,0.993711591
P49591,A0A0J6C5T9,0.995180964
P49591,A0A0J6C5U9,0.990417242
P49591,A0A0J6C5X7,0.99941957
P49591,A0A0J6C309,0.991093576
P49591,A0A0J6C332,0.997056484
P49591,A0A0J6C3B2,0.995323479
P49591,A0A0J6C3F1,0.994364381
P49591,A0A0J6C3Y0,0.999887109
P49591,A0A0J6C449,0.997828186
P49591,A0A0J6C4V9,0.991728067
P49591,A0A0J6C4Z9,0.998692691
P49591,A0A0J6C507,0.996146798
P49591,A0A0J6C5E6,0.994168997
P49591,A0A0J6C5P1,0.995258868
P49591,A0A0J6C2H2,0.996997595
P49591,A0A0J6C2Q5,0.991441786
P49591,A0A0J6C2Y7,0.993773699
P49591,A0A0J6C341,0.996722758
P49591,A0A0J6C3X6,0.999755919
P49591,A0A0J6C4P2,0.995981455
P49591,A0A0J6C5E2,0.999237776
P49591,A0A0J6C5F0,0.993390918
P49591,A0A0J6C620,0.998766303
P49591,A0A0J6C632,0.992820799
P49591,A0A0J6C306,0.990040362
P49591,A0A0J6C335,0.998985827
P49591,A0A0J6C382,0.997736692
P49591,A0A0J6C3I8,0.999960661
P49591,A0A0J6C3T6,0.993417025
P49591,A0A0J6C498,0.99635613
P49591,A0A0J6C5F7,0.991243362
P49591,A0A0J6C5Q5,0.999156475
P49591,A0A0J6C5Q9,0.9989869
P49591,A0A0J6C5S4,0.995070457
P49591,A0A0J6C5V9,0.996065676
P49591,A0A0J6C2M8,0.991015673
P49591,A0A0J6C2R0,0.998616457
P49591,A0A0J6C317,0.995702207
P49591,A0A0J6C397,0.992519736
P49591,A0A0J6C3C2,0.997085035
P49591,A0A0J6C3H2,0.995954871
P49591,A0A0J6C413,0.991031766
P49591,A0A0J6C4B9,0.999368846
P49591,A0A0J6C4J5,0.999977469
P49591,A0A0J6C561,0.997296512
P49591,A0A0J6C5M2,0.992391646
P49591,A0A0J6C2I3,0.997420549
P49591,A0A0J6C2P4,0.996700823
P49591,A0A0J6C313,0.991116166
P49591,A0A0J6C324,0.997205198
P49591,A0A0J6C372,0.994055867
P49591,A0A0J6C479,0.996776998
P49591,A0A0J6C486,0.996797383
P49591,A0A0J6C4F8,0.995030165
P49591,A0A0J6C5W9,0.995867968
P49591,A0A0J6C643,0.993508339
P49591,A0A0J6C2W0,0.997114301
P49591,A0A0J6C4A5,0.998915792
P49591,A0A0J6C4C6,0.993571639
P49591,A0A0J6C4D7,0.999577582
P49591,A0A0J6C4G6,0.992077887
P49591,A0A0J6C4J2,0.990249932
P49591,A0A0J6C5V4,0.991169572
P49591,A0A0J6C2K2,0.998994172
P49591,A0A0J6C2U2,0.998604357
P49591,A0A0J6C2Z3,0.994283855
P49591,A0A0J6C300,0.993016005
P49591,A0A0J6C321,0.992968261
P49591,A0A0J6C367,0.993017912
P49591,A0A0J6C4L3,0.994650543
P49591,A0A0J6C4S9,0.996506214
P49591,A0A0J6C2M2,0.999385476
P49591,A0A0J6C2X2,0.995795608
P49591,A0A0J6C3E7,0.990342617
P49591,A0A0J6C3F6,0.99818939
P49591,A0A0J6C3Z1,0.992299616
P49591,A0A0J6C406,0.996352792
P49591,A0A0J6C2Y3,0.993549287
P49591,A0A0J6C529,0.999976635
P49591,A0A0J6C329,0.995009899
P49591,A0A0J6C377,0.996254802
P49591,A0A0J6C3B7,0.991552293
P49591,A0A0J6C3C7,0.999432743
P49591,A0A0J6C3U2,0.991813779
P49591,A0A0J6C4B0,0.995079041
P49591,A0A0J6C4I9,0.996283591
P49591,A0A0J6C4T3,0.999746978
P49591,A0A0J6C5Q1,0.999978662
P49591,A0A0J6C5Z2,0.997061312
P49591,A0A0J6C5Z7,0.997620404
P49591,A0A0J6C3R5,0.996215522
P49591,A0A0J6C3V3,0.996612847
P49591,A0A0J6C4B2,0.997616291
P49591,A0A0J6C4F0,0.997722328
P49591,A0A0J6C4K2,0.999680996
P49591,A0A0J6C2I9,0.997768283
P49591,A0A0J6C2V4,0.999506712
P49591,A0A0J6C357,0.997416615
P49591,A0A0J6C3G1,0.99777323
P49591,A0A0J6C503,0.997932076
P49591,A0A0J6C5L8,0.99160552
P49591,A0A0J6C615,0.996087909
P49591,A0A0J6C639,0.994613588
P49591,A0A0J6C3Q3,0.993353367
P49591,A0A0J6C4T8,0.990268946
P49591,A0A0J6C3A3,0.991774917
P49591,A0A0J6C4B5,0.997322619
P49591,A0A0J6C4M0,0.997353911
P49591,A0A0J6C4P7,0.996567249
P49591,A0A0J6C4X9,0.99157083
P49591,A0A0J6C3K8,0.997232139
P49591,A0A0J6C4W5,0.999920607
P49591,A0A0J6C591,0.99077189
P49591,A0A0J6C3N2,0.998513997
P49591,A0A0J6C3P8,0.997944295
P49591,A0A0J6C429,0.998373628
P49591,A0A0J6C4Q9,0.999670029
P49591,A0A0J6C555,0.996019304
P49591,A0A0J6C5D6,0.995141149
P49591,A0A0J6C3E2,0.994658053
P49591,A0A0J6C3Y5,0.99202466
P49591,A0A0J6C424,0.999983191
P49591,A0A0J6C4C3,0.999827385
P49591,A0A0J6C512,0.998137116
P49591,A0A0J6C545,0.997480333
P49591,A0A0J6C571,0.998554289
P49591,A0A0J6C575,0.99037534
P49591,A0A0J6C586,0.995943129
P49591,A0A0J6C607,0.991466999
P49591,A0A0J6C2J6,0.993362308
P49591,A0A0J6C351,0.999125659
P49591,A0A0J6C4L1,0.999996424
P49591,A0A0J6C2N7,0.996795118
P49591,A0A0J6C3V8,0.997537613
P49591,A0A0J6C4J8,0.999656677
P49591,A0A0J6C4V4,0.994234741
P49591,A0A0J6C362,0.996664703
P49591,A0A0J6C4U4,0.998628259
P49591,A0A0J6C4U9,0.9952057
P49591,A0A0J6C5Y5,0.999389291
P49591,A0A0J6C344,0.992339373
P49591,A0A0J6C4M6,0.995894194
P49591,A0A0J6C3K3,0.999040306
P49591,A0A0J6C3P0,0.998317957
P49591,A0A0J6C419,0.996713519
P49591,A0A0J6C4A3,0.992206037
P49591,A0A0J6C5T3,0.991716921
P49591,A0A0J6C5U4,0.997631192
P49591,A0A0J6C2L8,0.995978355
P49591,A0A0J6C400,0.99633956
P49591,A0A0J6C5C6,0.997315824
P49591,A0A0J6C5N1,0.991572261
P49591,A0A0J6C2W8,0.996208787
P49591,A0A0J6C3D2,0.993825197
P49591,A0A0J6C4Z2,0.999752462
P49591,A0A0J6C581,0.997963548
P49591,A0A0J6C5X3,0.999996781
P49591,A0A0J6C2U9,0.997802794
P49591,A0A0J6C491,0.997088492
P49591,A0A0J6C4I4,0.996956944
P49591,A0A0J6C5B2,0.993195534
P49591,A0A0J6C5R5,0.999745905
P49591,A0A0J6C3D7,0.997509956
P49591,A0A0J6C2U6,0.993160844
P49591,A0A0J6C3J3,0.992824316
P49591,A0A0J6C437,0.997212112
P49591,A0A0J6C3R9,0.991557956
P49591,A0A0J6C4E0,0.999625325
P49591,A0A0J6C4S4,0.99367249
P49591,A0A0J6C550,0.999842405
P49591,A0A0J6C4Y3,0.99762255
P49591,A0A0J6C540,0.990968645
P49591,A0A0J6C3U7,0.999719679
P49591,A0A0J6C408,0.999933481
P49591,A0A0J6C5A7,0.999681711
P49591,A0A0J6C4N8,0.99963367
P49591,A0A0J6C5W4,0.996493757
P49591,A0A0J6C2V6,0.999625444
P49591,A0A0J6C2X9,0.996859908
P49591,A0A0J6C4Q3,0.999381304
P49591,A0A0J6C566,0.994995594
P49591,A0A0J6C4E4,0.999784052
P49591,A0A0J6C5A2,0.99637872
P49591,A0A0J6C3L2,0.999794543
P49591,A0A0J6C4H6,0.997799337
P49591,A0A0J6C625,0.999222875
P49591,A0A0J6C3X0,0.997089982
P49591,A0A0J6C4G3,0.998954654
P49591,A0A0J6C4K6,0.996100187
P49591,A0A0J6C5M6,0.995379329
P49591,A0A0J6C338,0.999928355
P49591,A0A0J6C518,0.999950528
P49591,A0A0J6C327,0.994341254
P49591,A0A0J6C4R9,0.991085231
P49591,A0A0J6C5Y8,0.997514129
P49591,A0A0J6C4C9,0.999728382
P49591,A0A0J6C3L7,0.995127082
P49591,A0A0J6C5N6,0.999617457
P49591,A0A0J6C2L2,0.993189991
P49591,A0A0J6C2N3,0.996156633
P49591,A0A0J6C3M7,0.992773473
P49591,A0A0J6C3I3,0.994309783
P49591,A0A0J6C4W9,0.996453643
P49591,A0A0J6C5B8,0.998881638
P49591,A0A0J6C2Z7,0.99118197
P49591,A0A0H3YE42,0.999731958
P49591,A0A0J6C388,0.992453992
P49591,A0A0J6C3T1,0.998210311
P49591,A0A0J6C5Z9,0.994500518
P49591,A0A0J6C2Z0,0.99738878
P49591,A0A0J6C5P5,0.999999881
P49591,A0A0J6C2K7,0.996715188
P49591,A0A0J6C3G6,0.996517897
P49591,A0A0J6C4N1,0.992360651
P49591,A0A0J6C3J7,0.998296201
P49591,A0A0J6C4H2,0.990448058
P33992,A0A0J6C392,0.997248352
P33992,A0A0J6C3N6,0.999946833
P33992,A0A0J6C3P4,0.996204197
P33992,A0A0J6C443,0.991976798
P33992,A0A0J6C494,0.9980793
P33992,A0A0J6C535,0.991968334
P33992,A0A0J6C5D0,0.992227316
P33992,A0A0J6C5S7,0.998712301
P33992,A0A0J6C5Z4,0.995651424
P33992,A0A0J6C603,0.994403601
P33992,A0A0J6C2H7,0.99923408
P33992,A0A0J6C2W5,0.994275868
P33992,A0A0J6C302,0.990158498
P33992,A0A0J6C3Q8,0.999521255
P33992,A0A0J6C4I1,0.992982149
P33992,A0A0J6C4R4,0.990879536
P33992,A0A0J6C4Y8,0.997768879
P33992,A0A0J6C5G7,0.997890413
P33992,A0A0J6C5Y2,0.9918859
P33992,A0A0J6C610,0.992785096
P33992,A0A0J6C3W3,0.997134924
P33992,A0A0J6C4G9,0.998586893
P33992,A0A0J6C4X3,0.998418808
P33992,A0A0J6C523,0.99628216
P33992,A0A0J6C5X7,0.997845292
P33992,A0A0J6C2X6,0.997960567
P33992,A0A0J6C332,0.990948021
P33992,A0A0J6C3H8,0.992299914
P33992,A0A0J6C3Y0,0.999621749
P33992,A0A0J6C449,0.994050443
P33992,A0A0J6C4E7,0.9931826
P33992,A0A0J6C4Z9,0.99575609
P33992,A0A0J6C2H2,0.991528869
P33992,A0A0J6C341,0.990906119
P33992,A0A0J6C3X6,0.999195397
P33992,A0A0J6C4P2,0.990824342
P33992,A0A0J6C5E2,0.997575819
P33992,A0A0J6C5U9,0.993786097
P33992,A0A0J6C620,0.995941281
P33992,A0A0J6C335,0.996472657
P33992,A0A0J6C382,0.993768811
P33992,A0A0J6C3I8,0.99985981
P33992,A0A0J6C498,0.990254462
P33992,A0A0J6C5Q5,0.99712497
P33992,A0A0J6C5Q9,0.996697307
P33992,A0A0J6C2R0,0.99666363
P33992,A0A0J6C3C2,0.993563414
P33992,A0A0J6C4B9,0.997838438
P33992,A0A0J6C4J5,0.999919295
P33992,A0A0J6C561,0.991569102
P33992,A0A0J6C5T9,0.993999004
P33992,A0A0J6C2I3,0.990362346
P33992,A0A0J6C324,0.991014898
P33992,A0A0J6C3A7,0.994573772
P33992,A0A0J6C479,0.990585029
P33992,A0A0J6C486,0.992832541
P33992,A0A0J6C5V9,0.994285285
P33992,A0A0J6C2W0,0.991505444
P33992,A0A0J6C4A5,0.996785998
P33992,A0A0J6C4D7,0.998125851
P33992,A0A0J6C2K2,0.996694684
P33992,A0A0J6C2U2,0.996823192
P33992,A0A0J6C4H8,0.994751513
P33992,A0A0J6C4S9,0.990165174
P33992,A0A0J6C2M2,0.997985482
P33992,A0A0J6C3F6,0.994362235
P33992,A0A0J6C406,0.990862727
P33992,A0A0J6C632,0.99180299
P33992,A0A0J6C2M8,0.998934329
P33992,A0A0J6C529,0.999872088
P33992,A0A0J6C377,0.990116894
P33992,A0A0J6C3C7,0.998008788
P33992,A0A0J6C3E7,0.993758321
P33992,A0A0J6C4T3,0.998769581
P33992,A0A0J6C5Q1,0.999907017
P33992,A0A0J6C5Z2,0.990082443
P33992,A0A0J6C5Z7,0.991794527
P33992,A0A0J6C309,0.994882941
P33992,A0A0J6C3V3,0.990818143
P33992,A0A0J6C4B2,0.992426157
P33992,A0A0J6C4D3,0.992645383
P33992,A0A0J6C4F0,0.992868602
P33992,A0A0J6C4K2,0.998953462
P33992,A0A0J6C2I9,0.995040596
P33992,A0A0J6C2V4,0.998473942
P33992,A0A0J6C2Y7,0.992385507
P33992,A0A0J6C357,0.992254376
P33992,A0A0J6C3G1,0.992686987
P33992,A0A0J6C3S5,0.997233927
P33992,A0A0J6C503,0.993558347
P33992,A0A0J6C615,0.991348922
P33992,A0A0J6C4V9,0.994860053
P33992,A0A0J6C4B0,0.997982502
P33992,A0A0J6C4B5,0.991816103
P33992,A0A0J6C4P7,0.992189825
P33992,A0A0J6C2P9,0.999333203
P33992,A0A0J6C3K8,0.993908525
P33992,A0A0J6C4W5,0.999565065
P33992,A0A0J6C3N2,0.993571758
P33992,A0A0J6C3P8,0.993205905
P33992,A0A0J6C429,0.996180177
P33992,A0A0J6C329,0.997106612
P33992,A0A0J6C4Q9,0.998905063
P33992,A0A0J6C413,0.998863578
P33992,A0A0J6C424,0.999881148
P33992,A0A0J6C4C3,0.999343812
P33992,A0A0J6C545,0.991210699
P33992,A0A0J6C571,0.99019438
P33992,A0A0J6C5H2,0.994481683
P33992,A0A0J6C5R9,0.991698265
P33992,A0A0J6C5W9,0.990371704
P33992,A0A0J6C351,0.997046173
P33992,A0A0J6C4L1,0.999979734
P33992,A0A0J6C2N7,0.99296689
P33992,A0A0J6C3V8,0.993334651
P33992,A0A0J6C4J8,0.998701572
P33992,A0A0J6C5V4,0.99729687
P33992,A0A0J6C4F8,0.996257186
P33992,A0A0J6C4U4,0.995836616
P33992,A0A0J6C5Y5,0.998007953
P33992,A0A0J6C367,0.996706307
P33992,A0A0J6C4M6,0.99097085
P33992,A0A0J6C5P1,0.999674439
P33992,A0A0J6C344,0.999590099
P33992,A0A0J6C3K3,0.996964037
P33992,A0A0J6C3P0,0.994604409
P33992,A0A0J6C419,0.992553651
P33992,A0A0J6C5U4,0.993812561
P33992,A0A0J6C639,0.992392182
P33992,A0A0J6C2L8,0.991155028
P33992,A0A0J6C4X9,0.990695953
P33992,A0A0J6C5C6,0.992913723
P33992,A0A0J6C4Z2,0.999017119
P33992,A0A0J6C581,0.993575633
P33992,A0A0J6C362,0.999202907
P33992,A0A0J6C484,0.998733222
P33992,A0A0J6C4G6,0.992409348
P33992,A0A0J6C5G1,0.999417305
P33992,A0A0J6C5X3,0.999982119
P33992,A0A0J6C2U9,0.994346797
P33992,A0A0J6C555,0.993233144
P33992,A0A0J6C306,0.99847883
P33992,A0A0J6C5R5,0.99885118
P33992,A0A0J6C3D7,0.993009448
P33992,A0A0J6C3Q3,0.992822886
P33992,A0A0J6C4I4,0.992816448
P33992,A0A0J6C3B2,0.990899563
P33992,A0A0J6C437,0.991856456
P33992,A0A0J6C3J3,0.993122399
P33992,A0A0J6C4E0,0.998270512
P33992,A0A0J6C550,0.999425054
P33992,A0A0J6C5N1,0.995048463
P33992,A0A0J6C2Y3,0.990410924
P33992,A0A0J6C4Y3,0.99257046
P33992,A0A0J6C643,0.995159924
P33992,A0A0J6C3T6,0.994976521
P33992,A0A0J6C3U7,0.998045921
P33992,A0A0J6C408,0.999626875
P33992,A0A0J6C5A7,0.99856478
P33992,A0A0J6C4N8,0.998835027
P33992,A0A0J6C5W4,0.990434647
P33992,A0A0J6C2V6,0.998195469
P33992,A0A0J6C4Q3,0.99807775
P33992,A0A0J6C575,0.999893904
P33992,A0A0J6C400,0.993624687
P33992,A0A0J6C4E4,0.998810053
P33992,A0A0J6C317,0.990199208
P33992,A0A0J6C3Y5,0.9971506
P33992,A0A0J6C596,0.99882406
P33992,A0A0J6C5A2,0.99120295
P33992,A0A0J6C5D6,0.992170811
P33992,A0A0J6C3L2,0.998764515
P33992,A0A0J6C4H6,0.994668305
P33992,A0A0J6C625,0.997504771
P33992,A0A0J6C2X9,0.992586076
P33992,A0A0J6C3X0,0.991900325
P33992,A0A0J6C4G3,0.996458709
P33992,A0A0J6C540,0.999961615
P33992,A0A0J6C313,0.998772085
P33992,A0A0J6C338,0.999705255
P33992,A0A0J6C397,0.996391356
P33992,A0A0J6C518,0.999812424
P33992,A0A0J6C5F7,0.992992282
P33992,A0A0J6C5Y8,0.993413985
P33992,A0A0J6C4M0,0.999308109
P33992,A0A0J6C3H2,0.996224403
P33992,A0A0J6C5M6,0.997316539
P33992,A0A0J6C5T3,0.998921156
P33992,A0A0J6C4C9,0.999156475
P33992,A0A0J6C491,0.999928594
P33992,A0A0J6C4R9,0.994086623
P33992,A0A0J6C5E6,0.99859482
P33992,A0A0J6C372,0.994577527
P33992,A0A0J6C5N6,0.998514593
P33992,A0A0J6C507,0.994437575
P33992,A0A0J6C2N3,0.990079165
P33992,A0A0J6C2X2,0.997779548
P33992,A0A0J6C3F1,0.999763072
P33992,A0A0J6C3L7,0.999844074
P33992,A0A0J6C3Z1,0.990197778
P33992,A0A0J6C4T8,0.999347866
P33992,A0A0J6C5M2,0.991166532
P33992,A0A0J6C2Q5,0.993942201
P33992,A0A0J6C4V4,0.994712353
P33992,A0A0J6C5B2,0.999361098
P33992,A0A0J6C5S4,0.999874473
P33992,A0A0J6C607,0.995125115
P33992,A0A0J6C4I7,0.999971151
P33992,A0A0J6C566,0.997535467
P33992,A0A0J6C5F0,0.999997377
P33992,A0A0J6C2P4,0.997212589
P33992,A0A0J6C3D2,0.998478949
P33992,A0A0J6C4U9,0.994951844
P33992,A0A0J6C5B8,0.996348977
P33992,A0A0J6C2U6,0.997431934
P33992,A0A0J6C3R5,0.997192323
P33992,A0A0J6C4K6,0.997559309
P33992,A0A0J6C327,0.999532938
P33992,A0A0H3YE42,0.998953462
P33992,A0A0J6C4C6,0.999946713
P33992,A0A0J6C321,0.996307135
P33992,A0A0J6C3B7,0.994089127
P33992,A0A0J6C3M7,0.998983324
P33992,A0A0J6C3T1,0.994853199
P33992,A0A0J6C4I9,0.999995708
P33992,A0A0J6C4L3,0.992783785
P33992,A0A0J6C4W9,0.990630925
P33992,A0A0J6C3A3,0.998971462
P33992,A0A0J6C4A3,0.998159826
P33992,A0A0J6C2W8,0.996596038
P33992,A0A0J6C2Z0,0.993201911
P33992,A0A0J6C3U2,0.993315876
P33992,A0A0J6C4F5,0.994162858
P33992,A0A0J6C2Z7,0.998653889
P33992,A0A0J6C4S4,0.995327353
P33992,A0A0J6C4J2,0.998555243
P33992,A0A0J6C5P5,0.999999642
P33992,A0A0J6C5L8,0.998439848
P33992,A0A0J6C512,0.999169469
P33992,A0A0J6C3G6,0.991614699
P33992,A0A0J6C2K7,0.994604766
P33992,A0A0J6C388,0.997344077
P33992,A0A0J6C3Z6,0.999866009
P33992,A0A0J6C3J7,0.993022382
P33992,A0A0J6C591,0.993397593
P33992,A0A0J6C3E2,0.991660953
P33992,A0A0J6C2Z3,0.998334944
P33992,A0A0J6C586,0.991792977
P33992,A0A0J6C2J6,0.990847826
P33992,A0A0J6C300,0.993970513
P33992,A0A0J6C2L2,0.998847008
P33992,A0A0J6C5Z9,0.994133055
P33992,A0A0J6C4N1,0.999448955
P33992,A0A0J6C3I3,0.998697877
P33992,A0A0J6C3R9,0.993001997
P33992,A0A0J6C4H2,0.999209285
A0A804HK61,A0A0J6C2U2,0.993025899
A0A804HK61,A0A0J6C338,0.994871914
A0A804HK61,A0A0J6C377,0.99534899
A0A804HK61,A0A0J6C382,0.994653583
A0A804HK61,A0A0J6C392,0.999956965
A0A804HK61,A0A0J6C3J7,0.991930902
A0A804HK61,A0A0J6C3K3,0.995327234
A0A804HK61,A0A0J6C3N6,0.999997139
A0A804HK61,A0A0J6C3P4,0.999689937
A0A804HK61,A0A0J6C443,0.99953568
A0A804HK61,A0A0J6C479,0.993488312
A0A804HK61,A0A0J6C484,0.997381866
A0A804HK61,A0A0J6C494,0.999925494
A0A804HK61,A0A0J6C4B9,0.99260819
A0A804HK61,A0A0J6C4F5,0.999358833
A0A804HK61,A0A0J6C4F8,0.990522027
A0A804HK61,A0A0J6C4I1,0.997039199
A0A804HK61,A0A0J6C4S4,0.99211067
A0A804HK61,A0A0J6C503,0.990787327
A0A804HK61,A0A0J6C507,0.996995687
A0A804HK61,A0A0J6C523,0.998144031
A0A804HK61,A0A0J6C529,0.990938544
A0A804HK61,A0A0J6C535,0.999180973
A0A804HK61,A0A0J6C540,0.993857086
A0A804HK61,A0A0J6C596,0.998861432
A0A804HK61,A0A0J6C5D0,0.999451339
A0A804HK61,A0A0J6C5H2,0.990626812
A0A804HK61,A0A0J6C5N6,0.9940148
A0A804HK61,A0A0J6C5P1,0.995937467
A0A804HK61,A0A0J6C5S7,0.999897599
A0A804HK61,A0A0J6C5Z4,0.999570668
A0A804HK61,A0A0J6C603,0.999415636
A0A804HK61,A0A0J6C615,0.996691942
A0A804HK61,A0A0J6C2H7,0.999982476
A0A804HK61,A0A0J6C2P9,0.998072386
A0A804HK61,A0A0J6C2W5,0.999560535
A0A804HK61,A0A0J6C2Y3,0.997674048
A0A804HK61,A0A0J6C300,0.994393945
A0A804HK61,A0A0J6C302,0.998872697
A0A804HK61,A0A0J6C332,0.992690623
A0A804HK61,A0A0J6C3D2,0.996353149
A0A804HK61,A0A0J6C3F1,0.994788527
A0A804HK61,A0A0J6C3G1,0.995367169
A0A804HK61,A0A0J6C3H8,0.998076677
A0A804HK61,A0A0J6C3I3,0.991842389
A0A804HK61,A0A0J6C3Q8,0.999984264
A0A804HK61,A0A0J6C3U7,0.994051039
A0A804HK61,A0A0J6C3V3,0.991198361
A0A804HK61,A0A0J6C437,0.995206773
A0A804HK61,A0A0J6C4D3,0.998466134
A0A804HK61,A0A0J6C4E7,0.998317838
A0A804HK61,A0A0J6C4J8,0.994835258
A0A804HK61,A0A0J6C4R4,0.999465525
A0A804HK61,A0A0J6C4Y3,0.996799231
A0A804HK61,A0A0J6C4Y8,0.999894857
